price,bhk,area,carpetarea,pricepersquare,additionalrooms,status,possesiondate,locality,projectname,age,roadfaceing,bathroom,floor,balconies,totalfloor,neworold,opensides,facing,overlooking,ownership,amenitiesavailable,amenitiesnot
10800000,3 BHK Apartment ,"1,650 sq ft",1300 sq ft,"₹ 6,545/ sq ft ",,Under Construction,Jun 2018,Kharadi,Geras Song Of Joy,,,3,"6, ",,15,New,2,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
6478000,2 BHK Apartment ,"1,160 sq ft",847 sq ft,"₹ 5,584/ sq ft ",,Under Construction,Dec 2019,Wakad,Kalpataru Crescendo,,40 feet,2,"2, ",1,21,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
29000000,3 BHK Apartment ,"2,420 sq ft",,"₹ 11,983/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Kalyani Nagar,Vascon Marigold,15 years,,4,"10, ",1,11,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
32500000,3 BHK Apartment ,"2,490 sq ft",,"₹ 13,052/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Kalyani Nagar,The Landmark Garden,10 years,,3,"4, ",1,11,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
5376000,2 BHK Apartment ,870 sq ft,639 sq ft,"₹ 6,179/ sq ft ",,Under Construction,Dec 2019,Wakad,,,40 feet,2,"2, ",1,12,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
38500000,4 BHK Apartment ,"3,000 sq ft",,"₹ 12,833/ sq ft ",,"Ready to move,Furnished",,Kalyani Nagar,Lunkad Skylounge,10 years,,4,"10, ",2,11,Resale,,SouthEast,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
39000000,4 BHK Apartment ,"3,200 sq ft",,"₹ 12,187/ sq ft ",1 rooms( pooja room ),"Ready to move,Furnished",,Kalyani Nagar,The Landmark Garden,10 years,,4,"5, ",3,10,Resale,,East,"Pool View, Garden View",Co-Operative Society,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
30000000,4 BHK Apartment ,"2,250 sq ft",,"₹ 13,333/ sq ft ",1 rooms( pooja room ),"Ready to move,Furnished",,Kalyani Nagar,Raviraj Fortaleza,15 years,,4,"10, ",3,11,Resale,,East,"Road View, Garden View",Co-Operative Society,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
6000000,1 BHK Apartment ,700 sq ft,,"₹ 8,571/ sq ft ",,"Ready to move,Semi-Furnished",,Wadgaon Sheri,Karia Konark Splendour,5 years,,2,"8, ",1,12,Resale,,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
6507000,2 BHK Apartment ,886 sq ft,646 sq ft,"₹ 7,344/ sq ft ",,Under Construction,Jun 2018,Bavdhan,Puraniks Abitante,,40 feet,2,"2, ",1,16,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
30000000,3 BHK Apartment ,"2,460 sq ft",,"₹ 12,195/ sq ft ",1 rooms( servant room ),"Ready to move,Furnished",,Kalyani Nagar,Vascon Marigold,15 years,,2,"9, ",4,10,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
3400000,2 BHK Apartment ,873 sq ft,585 sq ft,"₹ 3,894/ sq ft ",,Under Construction,Mar 2018,Undri,Dynamic Grandeur,,,2,,1,,New,,,,,"Lift Available,Car Parking,24 X 7 Security,Children's play area,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens,Shopping Mall","Power Backup,Club House,Sports Facility"
7400000,2 BHK Apartment ,"1,250 sq ft",,"₹ 5,920/ sq ft ",,"Ready to move,Semi-Furnished",,Kalyani Nagar,BramhaCorp Bramha Sun City Phase 2,10 years,,2,"5, ",2,9,Resale,,NorthWest,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
20000000,3 BHK Apartment ,"1,800 sq ft",,"₹ 11,111/ sq ft ",,"Ready to move,Semi-Furnished",,Kalyani Nagar,The Landmark Garden,10 years,,4,"5, ",2,10,Resale,,East,"Pool View, Garden View",Co-Operative Society,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
6478000,2 BHK Apartment ,"1,170 sq ft",847 sq ft,"₹ 5,536/ sq ft ",,Under Construction,Dec 2019,Wakad,Kalpataru Crescendo,,40 feet,2,"2, ",1,21,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
5376000,2 BHK Apartment ,870 sq ft,639 sq ft,"₹ 6,179/ sq ft ",,Under Construction,Dec 2019,Wakad,,,40 feet,2,"2, ",1,12,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
50000000,4 BHK Villa ,"3,600 sq ft",,"₹ 13,888/ sq ft ",1 rooms( pooja room ),"Ready to move,Semi-Furnished",,Kalyani Nagar,Vascon Marigold,10 years,,4,"1, ",3,11,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
6138000,2 BHK Apartment ,"1,030 sq ft",756 sq ft,"₹ 5,959/ sq ft ",,Under Construction,Dec 2018,Tathawade,Pethkar Siyona Phase I,,40 feet,2,"2, ",1,14,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
4508000,2 BHK Apartment ,920 sq ft,687 sq ft,"₹ 4,900/ sq ft ",,Under Construction,Jun 2019,Wakad,Millennium Acropolis,,40 feet,2,"2, ",1,11,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
8200000,3 BHK Apartment ,"1,400 sq ft",1000 sq ft,"₹ 5,857/ sq ft ",,Under Construction,Dec 2018,Wakad,Kolte Patil Western Avenue,,40 feet,3,"2, ",1,17,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall",
6315000,2 BHK Apartment ,"1,150 sq ft",796 sq ft,"₹ 5,491/ sq ft ",,Under Construction,Mar 2018,Sus,Atul Westernhills,,40 feet,2,"2, ",1,13,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
10100000,3 BHK Apartment ,"1,710 sq ft",1216 sq ft,"₹ 5,906/ sq ft ",,Under Construction,May 2018,Baner,Rohan Group Leher 2,,40 feet,3,"2, ",1,13,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
7709000,3 BHK Apartment ,"1,420 sq ft",1030 sq ft,"₹ 5,428/ sq ft ",,Under Construction,Dec 2018,Mahalunge,Sanskruti Jardin,,40 feet,3,"2, ",1,11,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
2700000,1 BHK Apartment ,575 sq ft,,"₹ 4,695/ sq ft ",1 rooms( study room ),"Ready to move,Unfurnished",,Wagholi,,11 - 12 years,,1,"3, ",1,7,Resale,1,North,"Pool View, Garden View",Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6585000,2 BHK Apartment ,"1,175 sq ft",875 sq ft,"₹ 5,604/ sq ft ",,Under Construction,Aug 2019,Tathawade,Kanakia Cyprus,,40 feet,2,"2, ",1,14,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
10000000,3 BHK Independent House ,"1,500 sq ft",,"₹ 6,666/ sq ft ",1 rooms( study room ),"Ready to move,Unfurnished",,Viman Nagar,Builder Kesari Poonam Park,10 - 11 years,,3,"1, ",2,12,Resale,1,South,"Pool View, Garden View",Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
22500000,3 BHK Apartment ,"2,000 sq ft",,"₹ 11,250/ sq ft ",,"Ready to move,Unfurnished",,Kalyani Nagar,,1 year,,3,Gr ,1,11,Resale,,East,,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
32500000,4 BHK Apartment ,"2,080 sq ft",,"₹ 15,625/ sq ft ",,"Ready to move,Furnished",,Kalyani Nagar,,,,2,,2,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","Children's play area,Club House,Sports Facility,Jogging Track,Wifi,Gas connection"
7000000,1 BHK Apartment ,625 sq ft,,"₹ 11,200/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Viman Nagar,Goel Ganga Hamlet,19 - 20 years,,1,"5, ",1,11,Resale,1,NorthWest,"Garden View, Pool View, Road View",Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
85000000,5 BHK Apartment ,"6,150 sq ft",,"₹ 13,821/ sq ft ",,"Ready to move,Unfurnished",,Kalyani Nagar,,5 - 6 years,,5,"3, ",3,5,Resale,,East,,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6441000,2 BHK Apartment ,920 sq ft,682 sq ft,"₹ 7,001/ sq ft ",,Under Construction,Mar 2021,Baner,Puraniks Aldea Anexo,,40 feet,2,"2, ",1,14,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,ATM",
65500000,4 BHK Apartment ,"5,500 sq ft",,"₹ 11,909/ sq ft ",,"Ready to move,Furnished",,Kalyani Nagar,,,,2,,2,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","Children's play area,Club House,Sports Facility,Jogging Track,Wifi,Gas connection"
5200000,2 BHK Apartment ,"1,000 sq ft",750 sq ft,"₹ 5,200/ sq ft ",,"Ready to move,Semi-Furnished",,Ravet,Builder Shri Heritage Ravet,7 years,,2,"1, ",1,3,Resale,1,East,,Freehold,"Lift Available,Car Parking,Power Backup,Maintenance Staff,Wardrobe,Dining Table,BED","24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Gas connection"
15000000,3 BHK Apartment ,"1,140 sq ft",,"₹ 13,157/ sq ft ",,"Ready to move,Unfurnished",,Kalyani Nagar,,,,2,,2,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Sports Facility,Jogging Track"
5931000,2 BHK Apartment ,864 sq ft,624 sq ft,"₹ 6,864/ sq ft ",,Under Construction,Dec 2018,Tathawade,Pharande Puneville,,40 feet,2,"2, ",1,22,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
70000000,4 BHK Apartment ,"5,455 sq ft",,"₹ 12,832/ sq ft ",1 rooms( pooja room ),"Ready to move,Semi-Furnished",,Kalyani Nagar,Vascon Marigold,4 - 5 years,,4,"1, ",4,11,Resale,,NorthWest,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
7500000,2 BHK Apartment ,"1,050 sq ft",,"₹ 7,142/ sq ft ",,"Ready to move,Semi-Furnished",,Viman Nagar,,,,2,,2,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Indoor Games,Intercom,Rain Water Harvesting,Landscaped Gardens,AC,Wardrobe,BED","Children's play area,Club House,Sports Facility,Jogging Track,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
5714000,2 BHK Apartment ,920 sq ft,686 sq ft,"₹ 6,210/ sq ft ",,Under Construction,Dec 2019,Wakad,Pristine Prolife,,40 feet,2,"2, ",1,11,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,School,Hospital,ATM",
37500000,3 BHK Apartment ,"2,350 sq ft",,"₹ 15,957/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Kalyani Nagar,Panchshil Waterfront,9 - 10 years,,4,"6, ",2,11,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection"
