price,bhk,area,carpetarea,pricepersquare,additionalrooms,status,possesiondate,locality,projectname,age,roadfaceing,bathroom,floor,balconies,totalfloor,neworold,opensides,facing,overlooking,ownership,amenitiesavailable,amenitiesnot
35000000,3 BHK Apartment ,"2,125 sq ft",,"₹ 16,470/ sq ft ",1 rooms( pooja room ),"Ready to move,Unfurnished",,Kalyani Nagar,,10 - 11 years,,4,"4, ",3,10,Resale,,East,"Garden View, Pool View, Road View",Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6218000,3 BHK Apartment ,"1,280 sq ft",953 sq ft,"₹ 4,857/ sq ft ",,Under Construction,Jun 2019,Wakad,Millennium Acropolis,,40 feet,3,"2, ",2,11,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
8203000,3 BHK Apartment ,"1,690 sq ft",1220 sq ft,"₹ 4,853/ sq ft ",,Under Construction,Dec 2019,Wakad,Kalpataru Crescendo,,40 feet,3,"2, ",1,21,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
6514000,2 BHK Apartment ,"1,140 sq ft",808 sq ft,"₹ 5,714/ sq ft ",,Under Construction,Dec 2018,Tathawade,Pethkar Siyona Phase I,,40 feet,2,"2, ",1,14,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
4800000,1 BHK Apartment ,624 sq ft,,"₹ 7,692/ sq ft ",,Under Construction,Jun 2019,Kharadi,Duville Estates Riverdale Heights,,50 feet,1,"12, ",,23,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Landscaped Gardens",
6507000,2 BHK Apartment ,884 sq ft,646 sq ft,"₹ 7,360/ sq ft ",,Under Construction,Jun 2018,Bavdhan,Puraniks Abitante,,40 feet,2,"2, ",1,16,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
9266000,3 BHK Apartment ,"1,410 sq ft",1011 sq ft,"₹ 6,571/ sq ft ",,Under Construction,Jun 2018,Bavdhan,Puraniks Abitante,,40 feet,3,"2, ",1,16,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",
6800000,2 BHK Apartment ,940 sq ft,,"₹ 7,234/ sq ft ",,Under Construction,Jun 2019,Kharadi,Duville Estates Riverdale Heights,,50 feet,2,"5, ",,23,New,2,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Landscaped Gardens",
3000000,1 BHK Apartment ,602 sq ft,,"₹ 4,983/ sq ft ",,Ready to move,,Undri,Godrej Horizon,1 - 2 years,50 feet,1,"7, ",,12,New,2,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",
4500000,1 BHK Apartment ,625 sq ft,437 sq ft,"₹ 7,200/ sq ft ",1 rooms( pooja room ),"Ready to move,Unfurnished",,Hadapsar,Magarpatta Heliconia,9 - 10 years,50 feet,1,"2, ",1,6,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility
7500000,2 BHK Apartment ,"1,192 sq ft",,"₹ 6,291/ sq ft ",,Under Construction,Aug 2018,Kharadi,Kolte Patil Cheryl,,50 feet,2,"8, ",,12,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility
8000000,2 BHK Apartment ,"1,192 sq ft",,"₹ 6,711/ sq ft ",,Under Construction,Aug 2018,Kharadi,Kolte Patil Cheryl,,50 feet,2,"7, ",,12,New,1,East,"Corner, Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",
10500000,3 BHK Apartment ,"1,797 sq ft",,"₹ 5,843/ sq ft ",,"Ready to move,Unfurnished",,Hinjewadi,Paranjape Blue Ridge,3 - 4 years,,3,"23, ",,25,Resale,,West,"Corner, Garden View",,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",
5500000, Residential Plot ,"4,000 sq ft",,"₹ 1,375/ sq ft ",,Unfurnished,,Manjari Khurd,Builder cool nation,,20 feet,,,,,Resale,1,East,,,"Power Backup,24 X 7 Security,Vaastu Compliant","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
8000000, Residential Plot ,"40,000 sq ft",,₹ 200/ sq ft ,,,,Bhor,Builder bhor,,30 feet,,,,,New,4,East,,,"Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track"
4950000,2 BHK Apartment ,980 sq ft,638 sq ft,"₹ 5,051/ sq ft ","2 rooms( study room, pooja room )",Under Construction,Dec 2018,Hinjewadi,Megapolis Sparklet Smart Homes,,32 feet,2,"7, ",3,13,New,2,East,"Road View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","24 X 7 Security,Children's play area,Sports Facility,Jogging Track"
6626000,2 BHK Apartment ,"1,078 sq ft",770 sq ft,"₹ 6,146/ sq ft ","2 rooms( study room, pooja room )",Under Construction,Jul 2018,Hinjewadi,Pegasus Megapolis Mystic,,32 feet,2,"12, ",3,24,New,2,East,"Corner, Garden View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility"
6000000,2 BHK Apartment ,975 sq ft,647 sq ft,"₹ 6,153/ sq ft ",,Under Construction,Jun 2018,Hinjewadi,Rama Melange Residences,,32 feet,2,"7, ",1,14,New,2,East,"Road View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility
5837000,2 BHK Apartment ,908 sq ft,591 sq ft,"₹ 6,428/ sq ft ","2 rooms( study room, pooja room )",Ready to move,,Hinjewadi,Legacy Hashtag,0 - 1 year,32 feet,2,"4, ",3,6,New,2,East,"Road View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Indoor Games,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track"
4000000,1 BHK Apartment ,662 sq ft,,"₹ 6,042/ sq ft ",,Under Construction,Dec 2019,Hinjewadi,Saheel Itrend Homes,,32 feet,2,"9, ",1,17,New,2,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Jogging Track
4500000,2 BHK Apartment ,980 sq ft,750 sq ft,"₹ 4,591/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,Pristine Classique,2 - 3 years,30 feet,2,1,1,,Resale,,East,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Jogging Track,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Swimming Pool,Sports Facility"
650000, Residential Plot ,"1,000 sq ft",,₹ 650/ sq ft ,,,,kesnand,,,20 feet,,,,,New,2,East,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track"
8000000,2 BHK Apartment ,"1,078 sq ft",829 sq ft,"₹ 7,421/ sq ft ",,Ready to move,,Hadapsar,Kumar Picasso,,,2,,,,New,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
4400000,1 BHK Apartment ,625 sq ft,,"₹ 7,040/ sq ft ",,Ready to move,,Kharadi,Kolte Patil Xenia,0 - 1 year,,1,,,,New,,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens,ATM",Sports Facility
7500000,3 BHK Apartment ,"1,233 sq ft",,"₹ 6,082/ sq ft ",,"Ready to move,Unfurnished",,Kondhwa,Suyog Leher,6 - 7 years,,3,,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
9000000,3 BHK Apartment ,"1,208 sq ft",,"₹ 7,450/ sq ft ",,"Ready to move,Unfurnished",,Kondhwa,Kumar Palmgrove,5 - 6 years,,3,,,,Resale,,,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility
9700000,4 BHK Villa ,"2,500 sq ft",,"₹ 3,880/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,,,,3,,1,,Resale,,East,Garden View,Co-Operative Society,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Club House,Sports Facility,Jogging Track,Landscaped Gardens"
10500000,3 BHK Villa ,"2,100 sq ft",,"₹ 5,000/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,,,,3,,1,1,Resale,,East,Road View,Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens"
18600000,4 BHK Independent House ,"2,800 sq ft",,"₹ 6,642/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Viman Nagar,,18 - 19 years,,5,,3,,Resale,,East,Garden View,Freehold,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
21000000,4 BHK Villa ,"3,500 sq ft",,"₹ 6,000/ sq ft ",1 rooms( pooja room ),"Ready to move,Unfurnished",,Viman Nagar,,,,4,,4,,Resale,,East,Garden View,Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Maintenance Staff,Intercom","Lift Available,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
35000000,3 BHK Independent House ,"2,700 sq ft",,"₹ 12,962/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,,,,4,,3,,Resale,,West,Garden View,Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Gymnasium,Maintenance Staff,Rain Water Harvesting","Lift Available,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
13000000,3 BHK penthouse ,"1,950 sq ft",,"₹ 6,666/ sq ft ",1 rooms( pooja room ),"Ready to move,Unfurnished",,Viman Nagar,,,,3,"8, ",2,8,Resale,,East,,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
16000000,3 BHK Apartment ,"2,250 sq ft",,"₹ 7,111/ sq ft ",1 rooms( study room ),"Ready to move,Unfurnished",,Viman Nagar,,,,3,"5, ",2,5,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
20000000,3 BHK penthouse ,"2,600 sq ft",,"₹ 7,692/ sq ft ","2 rooms( study room, servant room )","Ready to move,Unfurnished",,Viman Nagar,,,,3,"6, ",2,6,Resale,,East,"Pool View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
25000000,3 BHK penthouse ,"3,000 sq ft",,"₹ 8,333/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,,,,3,"7, ",2,7,Resale,,West,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
26000000,4 BHK Apartment ,"3,375 sq ft",,"₹ 7,703/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,,,,4,"6, ",2,6,Resale,,East,"Pool View, Garden View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Intercom,Rain Water Harvesting","Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
31800000,4 BHK penthouse ,"5,300 sq ft",,"₹ 6,000/ sq ft ",1 rooms( servant room ),Under Construction,,Viman Nagar,,,,4,"3, ",2,4,New,,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting","Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
17200000,3 BHK penthouse ,"4,130 sq ft",,"₹ 4,164/ sq ft ","2 rooms( study room, servant room )",Under Construction,,Viman Nagar,,,,4,Gr ,2,4,New,,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility
47500000,4 BHK Villa ,"3,000 sq ft",,"₹ 15,833/ sq ft ","2 rooms( servant room, pooja room )","Ready to move,Unfurnished",,Boat Club Road,,,,4,,3,,Resale,,SouthWest,"Road View, Garden View",Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
56000000,4 BHK Apartment ,"4,870 sq ft",,"₹ 11,498/ sq ft ",,"Under Construction,Unfurnished",,Viman Nagar,,,,4,"2, ",3,3,Resale,,East,Pool View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
60000000,4 BHK Apartment ,"5,000 sq ft",,"₹ 12,000/ sq ft ","2 rooms( servant room, pooja room )","Ready to move,Unfurnished",,Viman Nagar,,,,4,"3, ",2,4,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
62500000,5 BHK Apartment ,"5,173 sq ft",,"₹ 12,081/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,,,,6,"2, ",2,11,Resale,,North,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9000000,2 BHK Villa ,"1,500 sq ft",,"₹ 6,000/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,,,,2,,2,,Resale,,East,"Road View, Garden View",Co-Operative Society,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9500000,2 BHK Independent House ,"1,000 sq ft",,"₹ 9,500/ sq ft ",,"Ready to move,Unfurnished",,Viman Nagar,,,,2,,1,,Resale,,East,Garden View,Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
13000000,2 BHK Villa ,"1,320 sq ft",,"₹ 9,848/ sq ft ","3 rooms( study room, servant room, pooja room )","Ready to move,Unfurnished",,Viman Nagar,,,,3,,2,1,Resale,,East,"Road View, Garden View",Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Maintenance Staff,Intercom","Lift Available,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
5500000,2 BHK Apartment ,"1,165 sq ft",,"₹ 4,721/ sq ft ",1 rooms( pooja room ),"Ready to move,Unfurnished",,Wagholi,,,,2,"7, ",2,11,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6500000,3 BHK Apartment ,"1,315 sq ft",,"₹ 4,942/ sq ft ",1 rooms( pooja room ),"Ready to move,Unfurnished",,Wagholi,Kolte Patil Ivy Estate Umang Pride,,,2,"5, ",2,11,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Jogging Track
8500000,3 BHK Apartment ,"1,720 sq ft",,"₹ 4,941/ sq ft ",,"Ready to move,Unfurnished",,Wagholi,,,,3,"8, ",2,11,Resale,,East,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens"
9000000,4 BHK Apartment ,"2,500 sq ft",,"₹ 3,600/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Wagholi,,,,3,"1, ",3,4,Resale,,East,Road View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting","Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens"
16500000,3 BHK Villa ,"1,700 sq ft",,"₹ 9,705/ sq ft ",1 rooms( servant room ),"Ready to move,Unfurnished",,Shastri Nagar,,,,3,,2,,Resale,,East,"Road View, Garden View",Freehold,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting","Lift Available,Sports Facility,Landscaped Gardens"
