price,bhk,area,carpetarea,pricepersquare,additionalrooms,status,possesiondate,locality,projectname,age,roadfaceing,bathroom,floor,balconies,totalfloor,neworold,opensides,facing,overlooking,ownership,amenitiesavailable,amenitiesnot
38600000,4 BHK Apartment ,"3,741 sq ft",,"₹ 10,318/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2020,Baner,,,,4,"4, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
39800000,4 BHK Apartment ,"3,799 sq ft",,"₹ 10,476/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Jun 2018,Aundh,,,,4,"6, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
10000000,2 BHK Apartment ,"1,185 sq ft",,"₹ 8,438/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Baner Pashan Link Road,,,,2,"5, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
7000000,2 BHK Apartment ,"1,050 sq ft",,"₹ 6,666/ sq ft ",,Ready to move,,Baner,,0 - 1 year,,2,"3, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9000000,3 BHK Apartment ,"1,400 sq ft",,"₹ 6,428/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Baner,,,,3,"5, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
48300000,5 BHK Apartment ,"4,200 sq ft",,"₹ 11,500/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Jun 2018,Baner,,,,5,"6, ",3,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
7000000,2 BHK Apartment ,"1,050 sq ft",,"₹ 6,666/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Balewadi,,,,2,"8, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
27000000,4 BHK Apartment ,"2,600 sq ft",,"₹ 10,384/ sq ft ",1 rooms( servant room ),Ready to move,,Balewadi,,0 - 1 year,,4,"8, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
16500000,4 BHK Apartment ,"2,367 sq ft",,"₹ 6,970/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Pimple Nilakh,,,,4,"5, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
3500000,1 BHK Apartment ,630 sq ft,450 sq ft,"₹ 5,555/ sq ft ",,"Ready to move,Unfurnished",,Bavdhan,Builder dreams camelia,0 - 1 year,100 feet,1,"3, ",2,4,Resale,2,East,Road View,Freehold,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
8000000,3 BHK Apartment ,"1,461 sq ft",1082 sq ft,"₹ 5,475/ sq ft ",1 rooms( study room ),Ready to move,,Bavdhan,Rohan Ishan,1 year,50 feet,3,"7, ",2,13,New,2,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Wifi","Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED"
5400000,2 BHK Apartment ,935 sq ft,,"₹ 5,775/ sq ft ",,"Ready to move,Unfurnished",,Mohamadwadi,Builder Project,7 - 8 years,,2,"2, ",2,12,Resale,,,Garden View,Freehold,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall","Children's play area,Sports Facility,Jogging Track,Landscaped Gardens"
7600000,2 BHK Apartment ,"1,106 sq ft",884 sq ft,"₹ 6,871/ sq ft ",,"Ready to move,Semi-Furnished",,NIBM Annex Mohammadwadi,,,,2,"3, ",1,15,Resale,1,North,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
25000000,3 BHK Apartment ,"2,500 sq ft",2000 sq ft,"₹ 10,000/ sq ft ",,"Ready to move,Unfurnished",,NIBM,,,,3,Gr ,2,19,Resale,1,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,Children's play area,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
17000000,3 BHK Apartment ,"2,360 sq ft",1888 sq ft,"₹ 7,203/ sq ft ",1 rooms( servant room ),"Ready to move,Semi-Furnished",,NIBM,,,,5,"7, ",1,15,Resale,1,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
7500000,2 BHK Apartment ,"1,049 sq ft",,"₹ 7,149/ sq ft ",,"Ready to move,Unfurnished",,Mohamadwadi,,4 - 5 years,,2,"7, ",1,15,Resale,,,,Freehold,"Lift Available,Car Parking,Power Backup,Swimming Pool,Maintenance Staff,Rain Water Harvesting,Shopping Mall","24 X 7 Security,Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens"
6000000,2 BHK Apartment ,887 sq ft,709 sq ft,"₹ 6,764/ sq ft ",,"Ready to move,Unfurnished",,NIBM,,,,2,"7, ",1,12,Resale,1,East,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
5500000,2 BHK Apartment ,"1,097 sq ft",877 sq ft,"₹ 5,013/ sq ft ",,Under Construction,,NIBM,,,,2,"9, ",2,13,New,2,NorthEast,"Garden View, Pool View, Road View",Freehold,"Lift Available,Car Parking,Power Backup,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Sofa","24 X 7 Security,Club House,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection,BED"
10000000,2 BHK Apartment ,"1,060 sq ft",,"₹ 9,433/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
48300000,4 BHK Apartment ,"4,600 sq ft",,"₹ 10,500/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2018,Aundh,,,,4,"4, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
7500000,2 BHK Apartment ,"1,070 sq ft",,"₹ 7,009/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Balewadi,,,,2,"5, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
5500000,2 BHK Apartment ,"1,000 sq ft",,"₹ 5,500/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Hinjewadi,,,,2,"4, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
7000000,2 BHK Apartment ,"1,088 sq ft",,"₹ 6,433/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Wakad,,,,2,"4, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
10000000,3 BHK Apartment ,"1,550 sq ft",,"₹ 6,451/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Wakad,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6500000,2 BHK Apartment ,960 sq ft,,"₹ 6,770/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,,,,2,"4, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
14070000,4 BHK Apartment ,"2,490 sq ft",,"₹ 5,650/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Pimple Nilakh,,,,4,"8, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
22500000,3 BHK Apartment ,"2,215 sq ft",,"₹ 10,158/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2017,Aundh,,,,3,"7, ",2,12,New,4,East,,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
4776000,1 BHK Apartment ,662 sq ft,,"₹ 7,214/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Mahalunge,,,,1,"5, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9111000,3 BHK Apartment ,"1,489 sq ft",,"₹ 6,118/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Mahalunge,,,,3,"9, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
29000000,4 BHK Apartment ,"3,009 sq ft",,"₹ 9,637/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Jun 2018,Baner Pashan Link Road,,,,4,"4, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
9840000,2 BHK Apartment ,"1,183 sq ft",,"₹ 8,317/ sq ft ",1 rooms( pooja room ),Ready to move,,Baner,,0 - 1 year,,2,"5, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
12800000,3 BHK Apartment ,"1,555 sq ft",,"₹ 8,231/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Baner,,,,3,"5, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
38600000,4 BHK Apartment ,"3,740 sq ft",,"₹ 10,320/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2020,Baner,,,,4,"4, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
7000000,2 BHK Apartment ,"1,017 sq ft",,"₹ 6,882/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Baner,Builder WWW PURPLEREALTORS COM,,,2,"4, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
11000000,3 BHK Apartment ,"1,667 sq ft",,"₹ 6,598/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
19800000,4 BHK Apartment ,"2,835 sq ft",,"₹ 6,984/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2018,Pimple Nilakh,,,,4,"6, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
6900000,2 BHK Apartment ,"1,053 sq ft",,"₹ 6,552/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2020,Hinjewadi,,,,2,"8, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
8537000,3 BHK Apartment ,"1,405 sq ft",,"₹ 6,076/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,,,,3,"5, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9200000,3 BHK Apartment ,"1,450 sq ft",,"₹ 6,344/ sq ft ",1 rooms( pooja room ),Ready to move,,Wakad,,1 - 2 years,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
30000000,4 BHK Apartment ,"3,000 sq ft",,"₹ 10,000/ sq ft ","2 rooms( servant room, pooja room )",Ready to move,,Balewadi,,1 - 2 years,,2,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
13800005,3 BHK Apartment ,"1,680 sq ft",,"₹ 8,214/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Balewadi,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
17300000,4 BHK Apartment ,"2,580 sq ft",,"₹ 6,705/ sq ft ",1 rooms( pooja room ),Ready to move,,Hinjewadi,,0 - 1 year,,4,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
7000000,2 BHK Apartment ,970 sq ft,,"₹ 7,216/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Wakad,Builder WWW PURPLEREALTORS COM,,,2,"10, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
11700000,3 BHK Apartment ,"1,836 sq ft",,"₹ 6,372/ sq ft ",,Under Construction,Dec 2018,Hinjewadi,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
16000000,4 BHK Apartment ,"2,144 sq ft",,"₹ 7,462/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2019,Bavdhan,Builder Luxurious Apartment,,,4,"5, ",4,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
7800000,2 BHK Apartment ,990 sq ft,,"₹ 7,878/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2019,Baner,,,,2,"5, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
45000000,4 BHK Apartment ,"4,041 sq ft",,"₹ 11,135/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Jun 2018,Baner,,,,4,"5, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
60000000,4 BHK Apartment ,"3,750 sq ft",,"₹ 16,000/ sq ft ",1 rooms( servant room ),Ready to move,,Model Colony,,1 - 2 years,,4,"5, ",2,11,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
9000000,3 BHK Apartment ,"1,450 sq ft",,"₹ 6,206/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Wakad,,,,3,"6, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9000000,3 BHK Apartment ,"1,400 sq ft",,"₹ 6,428/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,,,,3,"7, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
60000000,4 BHK Apartment ,"6,631 sq ft",,"₹ 9,048/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2018,Baner,,,,4,"5, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
16000000,3 BHK Apartment ,"2,100 sq ft",,"₹ 7,619/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2017,Baner,,,,3,"8, ",2,15,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
40000000,4 BHK Apartment ,"3,600 sq ft",,"₹ 11,111/ sq ft ","2 rooms( servant room, pooja room )",Ready to move,,Baner,,0 - 1 year,,4,"7, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
8000000,2 BHK Apartment ,"1,117 sq ft",,"₹ 7,162/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Balewadi,,,,2,"6, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
12500000,3 BHK Apartment ,"1,737 sq ft",,"₹ 7,196/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Baner,,,,3,"5, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
40000000,4 BHK Apartment ,"4,041 sq ft",,"₹ 9,898/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2017,Bavdhan,,,,4,"4, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
5300000,2 BHK Apartment ,967 sq ft,,"₹ 5,480/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Hinjewadi,,,,2,"5, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
9200000,3 BHK Apartment ,"1,590 sq ft",,"₹ 5,786/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Hinjewadi,,,,3,"4, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
11000000,3 BHK Apartment ,"1,588 sq ft",,"₹ 6,926/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Wakad,,,,3,"4, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
7300000,2 BHK Apartment ,"1,117 sq ft",,"₹ 6,535/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,,,,2,"7, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
31946809,4 BHK Apartment ,"3,195 sq ft",,"₹ 9,999/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Baner,,,,4,"4, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
15600000,3 BHK Apartment ,"1,796 sq ft",,"₹ 8,685/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2018,Balewadi,Builder Luxurious Apartment,,,3,"8, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
6500000,2 BHK Apartment ,953 sq ft,,"₹ 6,820/ sq ft ",1 rooms( pooja room ),Under Construction,Mar 2019,Wakad,,,,2,"4, ",1,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
8783000,3 BHK Apartment ,"1,462 sq ft",,"₹ 6,007/ sq ft ",1 rooms( pooja room ),Under Construction,Dec 2017,Bavdhan,Builder Luxurious Apartment,,,3,"8, ",2,12,New,4,East,Garden View,Freehold,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens"
43000000,4 BHK Apartment ,"4,100 sq ft",,"₹ 10,487/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Jun 2018,Aundh,,,,4,"5, ",2,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
62000000,4 BHK Apartment ,"3,800 sq ft",,"₹ 16,315/ sq ft ","2 rooms( servant room, pooja room )",Ready to move,,Model Colony,,1 year,,4,"5, ",2,11,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
12000000,5 BHK Apartment ,"6,862 sq ft",,"₹ 1,748/ sq ft ","2 rooms( servant room, pooja room )",Under Construction,Dec 2017,Koregaon Park,Builder WWW PURPLEREALTORS COM,,,5,"8, ",3,12,New,4,East,Garden View,Freehold,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED"
